global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
92.20864450668212	n/a	8502.43412175968	n/a	166.9883195102805	n/a	n/a	27885.098852867523	81.29392189871764	n/a	6608.701737674804	n/a	86.24697119530211	100.36016450996873	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.055973510939026	n/a	0.0031330339268412	n/a	-0.0658297341120146	n/a	n/a	0.0043335538932585	0.3134074140809701	n/a	0.0982242072009206	n/a	0.0001110103009328	n/a	n/a	1.2323286913190817e-08	-0.000843998822716	n/a	7.123340127459941e-07	n/a	2.354686206837185e-05	n/a	n/a	5.54454713266929e-10	0.0	0.0	0.0	0.0	0.0	0.0
67.08661162885907	-25.122032877823045	4500.61345984137	631.116535914422	82.47214759222352	-84.51617191805697	7142.983315682562	6801.6551284735	67.11288628306147	-14.181035615656173	4504.139505243141	201.1017711325088	67.63082613031915	65.42706068464227	11.26593	439.502502	0.512390111011979	0.2739858660020166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0099970137267462	-0.0659705246657722	9.994028345275196e-05	0.0043521101246772	0.1031669747706871	0.1689967088827017	0.0285598876131846	0.0106434246833355	0.1136095164119197	-0.1997978976690504	0.0129071222193502	0.0399191999129723	0.000417990435174	0.0003069801342412	9.423680281874519e-08	1.747160038969499e-07	5.107816676286348e-05	0.0008950769894788	2.608979119854892e-09	8.011628170945456e-07	0.0003739893342374	0.000350442472169	1.2280992629994005e-07	1.3986802212333368e-07	1.0	0.0	0.0	0.0	0.0	0.0
64.70474894874134	-2.3818626801177345	4186.704536519644	5.673269826937637	75.58172655577707	-6.890421036446455	47.47790205950383	5712.597389152256	66.86744721148833	-0.2454390715731449	4471.255496581178	0.0602403378546873	67.25984357630954	58.60007297777915	1.628492	63.53017	0.3529486012988725	0.201213737669388	-0.1761360546	0.0750784543	0.0913351701	0.0886204956	0.0150664779	0.2528351479	-0.0492368668	0.045238757	-0.0795203564	0.0358252696	-0.0341622703	0.0528549261	-0.0457214719	0.1952721463	-0.183868389	0.1756372502	-0.0035765489	0.002581613	-0.0074254662	0.0191086325	-0.0744226423	0.0804103009	-0.0195543872	-0.0319785606	0.0168780893	-0.0024546618	0.0882120931	-0.0507972795	0.0002844835	-0.0155306459	0.0268493144	-0.0069974674	-0.0055979947	0.0750757119	-0.0824576952	0.0956440849	-0.0124893958	0.0258563839	-0.0148261833	0.0439596779	-0.0004889213	0.0170073536	-0.0503988079	0.1072163719	-0.0188622309	0.0216054263	-0.0062716798	0.0214742298	-0.0992049054	0.0015385046	-0.042483408	-0.0794213884	0.1445731901	-0.001804171	-0.0025331574	0.0025278077	0.0043978236	-0.0880032478	0.0031312292	-0.038751967	0.0103311534	0.0694199782	-0.0135200108	0.103256951	-0.0089601235	0.0392654254	-0.0908404127	0.0256296924	-0.0024309408	0.0134098362	-0.0062387394	0.0580414952	-0.0019489802	-0.1107611461	0.0362301796	-0.0302479256	0.0002920089	-0.1368717352	0.0241789904	-0.0038342547	0.0326596024	-0.0074652717	0.0617303204	-0.0007017854	0.1139296219	-0.0206262723	0.0618577317	-0.0727375871	0.0170471	-0.015115002	0.1710032462	-0.0679677337	-0.0110243044	0.0082759217	0.0118169947	-0.1034205732	0.0611976468	-0.0109282159	0.033660129	-0.1982423489	-0.0412299305	0.0341707852	-0.061663519	0.0130268772	-0.0474211873	0.0345931179	-0.0253144802	0.0058169739	-0.0028221682	0.0147963546	-0.0567449255	0.0251923109	-0.0155766238	-0.0268495308	-0.0031646427	0.0369279556	0.1059956606	0.1059832789	0.1059626437	0.1059337567	0.0	0.0	-0.0307048685487529	-0.0207078548220067	0.0009427889525961	0.0004288152513293	0.1840138446823687	0.0808468699116816	0.0065362163745163	0.0338610950347869	0.2772738896893543	0.1636643732774346	0.0768808099034642	0.0267860270802954	0.001710978822152	0.001292988386978	1.6718189688599703e-06	2.9274485298526453e-06	5.271344009005752e-05	1.6352733271940355e-06	2.778706766128083e-09	2.674118854632251e-12	0.0008339557396872	0.0004599664054498	2.115690941424098e-07	6.954821757572249e-07	0.0	1.0	0.0	0.0	0.0	0.0
64.67236647284244	-0.032382475898899	4182.514985197635	0.0010486247453427	74.79339573170878	-0.7883308240682823	0.621465488176177	5594.052045079994	66.92385529599225	0.0564080845039285	4478.802407678911	0.0031818719974023	67.25737391370409	58.49176957720035	0.860865	33.583763	0.1213129721338124	0.0712368663016343	-0.1829654895	0.1615832055	0.0300852522	-0.0905337621	0.022441129	0.2293048052	-0.0749099596	0.0206655616	-0.0834709801	0.1077391779	0.0081319759	0.0121463169	0.1132573731	0.0109242214	-0.0591228802	0.1153946192	-0.0069416392	-0.0123955867	0.0163239472	0.0177952236	-0.0644269325	0.1227754046	-0.021274348	-0.0356000275	0.0312809319	-0.0677609688	0.1152432035	-0.0032534742	0.0741953745	-0.0079287617	0.0984568985	0.0188565345	-0.003992958	-0.0423387401	-0.0071943888	0.012173458	0.014276341	0.050599418	-0.1145404589	0.0116099861	0.0610972771	0.027113421	0.0344530313	-0.0390607624	0.0199771029	0.0375425337	-0.0038479623	-0.0203907703	0.0029825385	0.0544274597	0.0186814632	-0.0508271567	-0.0798662294	-0.0366798981	0.0023626525	-0.0092076342	0.0302496201	-0.1305041247	0.0234639274	-0.0228248337	0.0001124474	0.0700342708	-0.0105081802	0.1216264638	-0.0860581914	0.0373067626	-0.0737058695	-0.0577805778	-0.0003344971	0.0103134461	-0.0978913729	0.038234104	-0.0253339966	-0.0215721204	-0.0068428236	0.040590338	0.0045911552	0.0538065757	0.0166358956	0.048841921	0.1443714163	-0.0070042474	0.0240526615	0.0070156284	-0.0162139235	0.0585255912	0.0404011418	-0.0289726175	-0.0616719048	0.0220866824	-0.0539996215	-0.0252958113	-0.0121566601	-0.0005514008	-0.0097377066	-0.1129420754	0.07177779	0.0004318824	0.021002829	-0.1978781784	-0.0352074431	0.0502996406	-0.0651422888	0.0293172355	-0.0611543085	-0.0494735414	0.0027521578	-0.0667372005	-0.0006656691	0.0548497394	-0.0196415484	-0.0224998044	-0.0104986624	0.0110144815	-0.0282651552	0.0455638516	0.1059626437	0.1058512369	0.1056656457	0.1054060001	0.0	0.0	-0.0394819913425408	-0.0087771227937879	0.0015588276403724	7.703788453723114e-05	0.2425775031055366	0.0585636584231679	0.0034297020879054	0.0588438450129166	0.314114467403634	0.0368405777142797	0.0986678986322686	0.0013572281663218	0.0013859791130786	-0.0003249997090734	1.0562481089779473e-07	1.9209381018901424e-06	5.2089693506118806e-05	-6.237465839387113e-07	2.7133361695613955e-09	3.890598009752118e-13	0.0008509645480814	1.7008808394199993e-05	2.892995629906081e-10	7.241406620913813e-07	0.0	0.0	0.0	0.0	0.0	0.0
64.30172598579749	-0.3706404870449518	4134.711964752584	0.137374370636919	73.86073187082121	-0.9326638608875726	0.8698618774057133	5455.407712493345	66.89370966932874	-0.0301456266635113	4474.768393324446	0.0009087588069358	67.18170804125198	57.40245122308129	0.8598639999999999	33.544701	0.0492108533068378	0.0244560827145439	-0.1764429588	0.084703948	-0.0535937535	0.1075900717	0.0511837066	0.1626735873	-0.0156113149	0.0044937192	-0.0935101419	0.0140028181	0.001630453	-0.0575319872	0.0277962278	0.0208364641	-0.0526188283	-0.0100587622	0.0149756038	0.0075558927	0.0159275434	0.0042767532	-0.0186867303	0.0819058422	-0.0301163135	-0.0472670856	0.0088748385	-0.0295310241	0.0850443518	-0.0487456994	0.0983893998	-0.0096075617	0.0633910493	0.040779392	0.0066960895	-0.0777847338	-0.0437702683	9.23099e-05	-0.0880673029	-0.0530346873	0.0317705358	0.0626920829	-0.0617338219	-0.0963928138	-0.0620435539	0.1004049847	0.0773570263	0.0363693959	-0.0332181167	0.057509667	-0.0621152154	0.0668062852	0.0589661384	0.1117784752	-0.0499785941	-0.007889273	-0.0120337989	0.0102901165	0.0166716575	-0.0826089198	0.0099649312	0.0061647534	0.0156324484	0.0734418264	0.0170650976	0.1048631087	-0.0494957841	0.0492213993	0.0300346901	-0.0913867442	-0.0072646311	0.0265368034	-0.0304403055	0.0029193909	-0.0493161222	0.0150677712	-0.0483774495	-0.0944011333	-0.0025104742	0.0173031237	-0.0367903589	-0.0233609965	0.004877182	0.0769661234	0.0665526489	-0.0108182309	0.1565644427	-0.0272987124	-0.0291807417	-0.0373668331	-0.0080568629	-0.0272701323	-0.0783593101	-0.0490900345	-0.0059909312	0.0026470016	0.0092268117	-0.0655052288	0.049582677	-0.0308089459	0.0198758418	-0.161027746	-0.0825669958	0.0399250139	-0.0394940779	-0.0254907087	-0.0390395443	-0.0155592491	-0.0198659363	-0.0065396466	-0.0598591374	-0.0189605546	-0.0184164536	0.054728001	-0.0701067356	0.0529765383	0.0140644777	0.0200396181	0.1058966202	0.1055873175	0.1050724821	0.104353116	0.0	0.0	-0.0290171541766426	0.0104648371658982	0.000841995236511	0.0001095128169087	0.2506565588631844	0.0080790557576477	6.527114193518174e-05	0.062828710501133	0.3329752934769061	0.018860826073272	0.1108725460660317	0.0003557307601662	0.0012799818795051	-0.0001059972335734	1.1235413525235112e-08	1.6383536118614082e-06	5.196144379482348e-05	-1.2824971129532514e-07	2.6999916412425996e-09	1.6447988447334252e-14	0.0007209673451658	-0.0001299972029155	1.6899272765879675e-08	5.197939127954218e-07	0.0	0.0	0.0	0.0	0.0	0.0
64.05872545036912	-0.243000535428365	4103.520306325769	0.0590492602184721	73.36428132387671	-0.4964505469445015	0.2464631455614947	5382.317774168925	66.75365015200316	-0.1400595173255823	4456.049808616031	0.019616668393475	67.10274188264887	56.71235608665256	0.803517	31.346525	0.1238504489556861	0.0660906928158811	-0.1264320215	0.1066606577	0.0700088982	0.1070325206	3.60566e-05	0.1265579871	-0.0870207862	0.0707962544	0.0398766646	0.0197987086	0.0255639321	-0.039441764	0.0893459757	-0.0910743274	-0.0598008879	-0.1294141387	0.0143618416	0.0026054426	-0.0123092524	0.0157502623	0.0155055469	0.0200745428	-0.0475588189	0.0043545025	-0.011815054	0.0195149408	0.1220556493	-0.0134506936	0.0055441246	-0.0536463259	0.0824054542	-0.0368339399	0.0887728192	0.007214492	-0.095162349	0.0194936482	-0.0561066861	0.0532867342	0.0378324635	0.0048556475	0.0959811365	-0.0365000025	-0.1041815311	0.0181021287	0.0417025981	-0.0641160899	-0.1686414489	0.0942093201	0.0369438174	0.028518106	0.0557140975	0.0333786989	0.1179483396	-0.0290579439	-0.01447785	0.0081650534	-0.0121685185	-0.0293581522	-0.0060636797	-0.0065069643	-0.0233367774	0.0951172986	-0.0512653393	0.1283454983	-0.0389245836	-0.0044850682	0.0280759754	-0.0885391059	-0.0940539914	0.0422714364	-0.0535807822	0.0395462975	0.0201405393	-0.0385967377	0.0250339308	-0.0551361346	0.0449908332	0.0523923221	0.0851830423	0.0151059981	-0.0229956938	0.0962811828	0.0717778819	-0.0192364375	0.1091717674	-0.0022912634	0.0193877396	0.0532259566	0.0032195204	-0.0800749988	0.0046239066	-0.150792961	-0.0110296954	-0.0013633655	0.0001302218	-0.0834272147	0.0515922367	-0.0111574151	0.0216180135	-0.1614517344	-0.0721931366	0.0810482986	-0.0525364112	-0.0482898213	-0.0408632854	0.0154692789	0.0005845393	0.048367985	-0.0062313024	-0.0137332177	-0.04689819	0.0750430893	-0.0402784216	0.0232221086	0.0390642551	-0.0255252199	0.1057976105	0.1051918494	0.1041848154	0.10278035	0.0	0.0	-0.0320029718358654	-0.0029858176592228	0.0010241902063271	8.915107094126739e-06	0.2258178101711792	-0.0248387486920051	0.0006169634365845	0.0509936833905067	0.2809948831093791	-0.0519804103675269	0.0789581243336536	0.0027019630619765	0.001977978489197	0.0006979966096919	4.871992671413869e-07	3.912398903726048e-06	5.28929985379456e-05	9.315547431221204e-07	2.7976692943351157e-09	8.677942394333199e-13	0.0009029486254694	0.0001819812803036	3.3117186380937435e-08	8.153162202370788e-07	0.0	0.0	0.0	0.0	0.0	0.0
63.685063971056735	-0.3736614793123891	4055.7873729975886	0.139622901121923	73.05069773267992	-0.3135835911967888	0.0983346686678747	5336.404439231367	66.74826066229649	-0.0053894897066726	4455.330301441877	2.904659929833028e-05	67.04821345714812	55.42322236890191	0.87763	34.237789	0.2020679591320609	0.1289572902580299	-0.0754328549	0.0945680615	-0.0552008436	0.0683206382	-0.0470153287	0.0843894622	-0.1193969145	0.092230253	0.0327890923	-0.1013911829	-0.1167657333	-0.0128911161	0.0585828444	-0.0441455371	-0.0704371671	0.0507724941	-0.0164340136	0.0105834832	0.0005770549	-0.0010257501	0.0094499332	0.0104857051	0.0341266259	0.0084262895	0.022805908	0.0417875544	0.1398698938	-0.0175636375	0.0238087491	-0.030561481	0.0124592274	0.0620518189	-0.0385115069	0.0160424343	-0.0672483651	-0.032540409	0.0094606268	0.0370191719	0.0715671171	-0.0503288468	-0.0634862238	0.0349607806	0.0822459559	0.032101655	-0.0116667213	0.041334483	-0.0621080937	-0.036233585	0.0503979773	-0.0539594097	0.0284304874	0.0015388785	-0.0619067071	-0.0977378957	0.0179047345	0.0027278936	-0.0021541735	-0.0037118961	-0.0182520871	-0.0084822074	0.0486768807	0.0566015685	-0.0282128321	0.1419270562	0.0149027433	-0.0234158219	0.0347841062	-0.0333899791	-0.0145627122	0.0573088255	0.0461032546	-0.0591908701	-0.0193408983	0.0003223216	0.0336332243	-0.0435475655	0.0195001253	-0.0083916034	0.0460123295	-0.0529347458	0.008480672	-0.0301238556	-0.0985398716	-0.0515928832	0.0189450161	-0.002181406	-0.0894081907	0.0407140282	0.037614188	0.0423657295	-0.0386176677	0.0887075341	-0.0062427922	0.005734428	0.01132585	-0.0070036647	0.0265935842	-0.02997696	0.0289750919	-0.0813846118	-0.0432948834	0.0127218768	-0.0043500001	-0.0127706858	-0.0726844935	-0.0316334424	0.003709783	-0.0049999681	-0.0445147375	-0.0153402234	-0.0052315726	-0.0467791783	-0.0201517193	0.0531997156	-0.0182591891	-0.0709496121	0.1056656457	0.1046653254	0.1030051337	0.1006955375	0.0	0.0	-0.0354964077270523	-0.0034934358911868	0.0012599949615251	1.2204094325832798e-05	0.2721121221312756	0.0462943119600964	0.0021431633198587	0.0740450070107862	0.400378355921724	0.1193834728123449	0.1603028278905827	0.0142524135807358	0.0014689100127742	-0.0005090684764228	2.5915071368743106e-07	2.1576966256283003e-06	0.0002016629549044	0.0001487699563664	4.066794738077408e-08	2.213249991727675e-08	0.00090285228889	-9.633657939997833e-08	9.280736530488331e-15	8.15142255553912e-07	0.0	0.0	0.0	0.0	0.0	0.0
63.66118768429651	-0.0238762867602275	4052.7468173752254	0.0005700770694566	71.54229122577327	-1.5084065069066526	2.275290190078329	5118.299433833355	66.63068595615219	-0.1175747061442962	4439.648310987377	0.0138238115249176	66.9043646532424	54.128153607652	0.833608	32.520439	0.0668920755163235	0.0299267568150723	-0.0419740365	0.0167785269	0.0830043983	0.0298581724	0.0478342	0.0161732136	0.0052731437	0.0188992022	0.0141985532	0.0247788574	0.0072879652	-0.0015419661	0.1191513988	-0.0520698187	-0.1214659319	-0.1088025521	0.0037657015	0.0194890637	0.0130907652	-0.0008067262	0.0090463248	0.0412448826	-0.051822291	-0.0214286573	0.0286477563	-0.0183671651	-0.0062142956	0.0138095886	-0.0115441899	0.0585103191	-0.0445985143	0.0550120144	-0.008422956	-0.01780909	-0.0200692239	0.0196002395	-0.0266640009	0.0305711085	0.0604279393	-0.0001891498	-0.0735515255	0.0416468914	0.0407646105	-0.0364630703	0.0861091608	-0.0576379752	0.1033994967	0.0178953824	-0.0568833469	0.0566995167	0.024666453	0.0011947974	0.0916555203	-0.0028100621	-0.0029501018	0.0098827217	0.0149275562	-0.032444527	0.018411443	0.003464109	-0.0288239815	0.0094621295	0.0304050869	0.0206033768	0.0110249798	0.0274734249	0.0384680287	0.0246857749	-0.0111958879	-0.0340935219	0.03135041	-0.0926246701	-0.003466765	-0.0103687058	-0.0007157985	-0.0721824882	-0.0042544276	0.0374387555	0.0028681295	-0.0635762766	-0.0248600047	0.0601822206	-0.04528951	-0.0028294411	-0.0100938955	-0.0336449028	-0.086747165	0.0005479158	0.0792332588	-0.056080677	-0.1270107581	-0.0752697293	-0.0117642267	-0.0034442986	-0.0034329191	-0.0117202368	0.0235950072	-0.0060378536	-0.0058061797	-0.0636584498	-0.0495766428	0.0037870642	-0.0549462255	-0.0108023421	-0.0057985238	0.0189123116	-0.0283817147	0.0264112136	0.0124737677	-0.0021939734	0.0146457638	0.075231203	-0.0272005507	-0.027650204	0.0024066834	0.0321654574	0.1055007667	0.1040084014	0.1015367435	0.0981090648	0.0	0.0	-0.039378696146656	-0.0038822884196036	0.0015506817102106	1.5072163372988968e-05	0.2907875574683061	0.0186754353370304	0.0003487718850276	0.0845574035783834	0.4147353346702331	0.0143569787485091	0.1720053978240302	0.0002061228387851	0.0017029830695553	0.0002340730567811	5.4790195910848074e-08	2.900151335191992e-06	5.208488482999485e-05	-0.0001495780700744	2.7128352277538274e-09	2.2373599047183663e-08	0.0006869559555219	-0.000215896333368	4.661122676178977e-08	4.719084848270067e-07	0.0	0.0	0.0	0.0	0.0	0.0
63.663787013387534	0.0025993290910264	4053.077776885971	6.756511723456379e-06	71.56942449701894	0.0271332712456739	0.0007362144084913	5122.182522834495	66.61407949080123	-0.0166064653509607	4437.435586406785	0.0002757746914526	66.92541057505507	54.18233489829141	0.7897149999999998	30.808094	0.0271985558885223	0.0162176483812455	-0.041787991	0.0526094984	-0.0426183281	-0.023674564	-0.0099052793	0.0186436724	-0.0160851811	-0.0264905732	-0.0214131656	-0.0029313095	-0.0407097093	-0.0088281805	-0.0441615143	0.0327493358	-0.0167291448	0.0023081478	-0.0036177477	-0.0094268409	0.0140877583	0.0191229426	-0.0030729165	-0.0144765835	0.0089333283	0.029278124	0.0120942692	0.0039907291	0.0162545999	-0.0426044715	0.0729008747	-0.0011366669	0.0239372886	0.0595391631	0.0018775924	-0.002343716	0.0461652254	-0.0948770441	0.0112832263	-0.0197987183	0.0384872107	-0.0058135447	0.0589508611	-0.0558807532	-0.0086370273	-0.0789400275	0.184586144	0.0811620232	0.0306723631	-0.1080505696	0.0329536337	0.0253799129	0.085373448	0.0914229861	-0.0910274316	-0.0534249608	0.0037402373	-0.0107482026	0.0116816276	0.0002280695	-0.0173804849	-0.0156676423	0.0045656284	0.0039945416	-0.0254412867	0.065095808	0.0120210893	0.0305909344	0.0543196424	-0.068417961	0.0409078056	0.0369516567	0.0413949639	-0.0104308721	0.0114481666	0.0477343475	-0.0313896415	-0.0325834663	0.0202706045	0.016629534	0.0295255659	-0.0240069305	-0.1135191519	-0.0354394665	-0.0103407673	-0.0494167297	-0.0904222094	0.088972515	-0.128180179	-0.0016716676	-0.1670958837	-0.0043721614	-0.1411347723	-0.0563243373	-0.0087774436	-0.00138112	0.0046056144	0.0134527267	0.0114984362	-0.0324497372	0.0067883913	-0.0629760953	-0.0952020713	-0.0185216218	-0.0124609231	0.0077349338	-0.0354119318	-0.0711147853	0.0262250438	0.0001157106	-0.0699610858	0.0003358317	0.0351831314	-0.0286164007	0.0134609754	0.0014102806	-0.0133434409	-0.0145183282	0.105303025	0.1032218959	0.0997837604	0.0950338178	0.0	0.0	-0.0390577231818554	0.0003209729648005	0.0015255057401504	1.0302364413288483e-07	0.2887909479662909	-0.0019966095020151	3.986449503537344e-06	0.0834002116272689	0.4019805691857101	-0.0127547654845229	0.1615883780028675	0.0001626840425651	0.0015509805192389	-0.0001520025503164	2.3104775302689757e-08	2.405540571058568e-06	5.260251625016643e-05	5.176314201715826e-07	2.7670247158490234e-09	2.679422871488495e-13	0.000776959932529	9.000397700709996e-05	8.100715877094581e-09	6.036667367554682e-07	0.0	0.0	0.0	0.0	0.0	0.0
63.50245368009092	-0.1613333332966107	4032.561623392093	0.0260284444325952	71.80977977148378	0.2403552744648323	0.0577706579630648	5156.644470829	66.73968999429462	0.1256105034933909	4454.18622053455	0.0157779985878631	67.07375462958153	53.57604047199627	0.8060699999999998	31.446131	0.0505127310613907	0.0278169437982133	-0.0179045103	0.0050518427	0.0729655909	0.0588379341	-0.053982678	0.0121232668	0.0259026356	0.0726311055	0.0412901147	-0.043532858	-0.0948019403	0.0092703156	0.0985301631	0.0113440708	-0.0696077645	-0.02629816	0.000308492	-0.0020767147	0.0184478742	-0.0259050552	0.0270001156	0.0082369658	0.0376003108	0.0098079694	-0.0012608666	0.0018233045	0.0436832554	-0.0825075372	0.0701127575	-0.0055667915	-0.0192475653	0.0058304473	0.0379924205	0.0020605928	0.0147031177	0.0196289225	0.1201966085	0.0831705495	0.0553751109	0.0290038234	0.019443102	0.0311907176	-0.05005723	0.0263107133	-0.1093747767	0.117916429	0.11640134	0.0157668275	0.037402452	-0.0507597382	0.1019942028	-0.0323829562	0.1202610444	0.0484417584	-0.0019511129	0.0029287157	0.0098767258	0.0324256869	0.0076374853	0.0254025948	0.0542129361	0.035441469	-0.0414950499	0.0608747716	0.0400092555	0.0798249613	-0.0050062555	-0.0069419333	-0.0226237454	-0.0713284643	-0.0269514753	-0.032594427	0.0076691842	0.0040725253	0.0284528307	0.0511692308	0.0877324571	0.0048940613	-0.0457347607	-0.0448797289	-0.0029455106	-0.0204524502	-0.0810456491	0.0258772665	-0.0257382654	-0.0110641857	0.0464150117	0.0363956841	0.0167827464	0.0433311036	0.0707472922	-0.0755587099	-0.0099529443	-0.0010452972	0.005305703	0.0252665939	0.0037464938	0.012156606	-0.0211874949	-0.0264426668	-0.0499646501	-0.0293847019	-0.0222801487	-0.0332513332	-0.0177821548	0.0452174226	0.0165558704	0.0247486803	0.0231058243	-0.0086669715	0.0164028068	0.0327950409	-0.0173948708	-0.0514362427	0.0190527829	-0.0089208779	0.1050724821	0.1023067888	0.0977510977	0.091485117	0.0	0.0	-0.040816162657876	-0.0017584394760205	0.0016659591341141	3.092109390827597e-06	0.28863757097362	-0.0001533769926709	2.3524501880778e-08	0.0833116473775515	0.423907914299626	0.0219273451139158	0.179697919805859	0.0004808084637447	0.0017000580585045	0.0001490775392656	2.2224112713486547e-08	2.89019740228609e-06	-0.0001131540706584	-0.0001657565869085	1.2803843706566181e-08	2.7475246103577136e-08	0.0009955971959305	0.0002186372634015	4.780225294769693e-08	9.912137765446743e-07	0.0	0.0	0.0	0.0	0.0	0.0
