participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s8x29177	0.971	2026-03-13T23:30:30	2026-03-14T02:30:40
sub-v2s8x29178	0.971	2026-03-13T23:33:30	2026-03-14T04:27:57
sub-v2s8x29179	0.971	2026-03-13T23:37:51	2026-03-14T04:31:22
sub-v2s8x29180	0.971	2026-03-13T23:39:42	2026-03-14T03:59:36
sub-v2s8x29181	0.971	2026-03-13T23:42:55	2026-03-14T03:25:22
sub-v2s8x29182	0.971	2026-03-13T23:43:22	2026-03-14T03:54:11
sub-v2s8x29183	0.971	2026-03-13T23:52:59	2026-03-14T04:28:38
sub-v2s8x29184	0.971	2026-03-13T23:53:23	2026-03-14T04:01:36
sub-v2s8x29185	0.971	2026-03-13T23:53:49	2026-03-14T03:22:11
sub-v2s8x29186	0.971	2026-03-13T23:54:57	2026-03-14T03:28:04
sub-v2s8x29187	0.971	2026-03-13T23:57:54	2026-03-14T03:34:59
sub-v2s8x29188	0.971	2026-03-14T00:00:47	2026-03-14T03:15:22
sub-v2s8x29189	0.971	2026-03-14T00:03:39	2026-03-14T03:08:47
sub-v2s8x29190	0.971	2026-03-14T00:06:37	2026-03-14T05:26:08
sub-v2s8x29191	0.971	2026-03-14T00:17:47	2026-03-14T04:52:49
sub-v2s8x29192	0.971	2026-03-14T00:20:53	2026-03-14T04:00:14
sub-v2s8x29193	0.971	2026-03-14T00:21:14	2026-03-14T03:46:24
sub-v2s8x29194	0.971	2026-03-14T00:32:02	2026-03-14T03:19:30
sub-v2s8x29195	0.971	2026-03-14T00:33:09	2026-03-14T05:20:31
sub-v2s8x29196	0.971	2026-03-14T00:33:39	2026-03-14T03:38:22
sub-v2s8x29197	0.971	2026-03-14T00:41:36	2026-03-14T04:58:55
sub-v2s8x29198	0.971	2026-03-14T00:45:26	2026-03-14T05:04:03
sub-v2s8x29199	0.971	2026-03-14T00:47:46	2026-03-14T04:40:35
sub-v2s8x29200	0.971	2026-03-14T00:48:39	2026-03-14T04:15:23
sub-v2s8x29201	0.971	2026-03-14T00:50:00	2026-03-14T04:38:21
sub-v2s8x29202	0.971	2026-03-14T00:52:13	2026-03-14T04:36:10
sub-v2s8x29203	0.971	2026-03-14T00:56:05	2026-03-14T05:06:41
sub-v2s8x29204	0.971	2026-03-14T00:56:37	2026-03-14T05:18:22
sub-v2s8x29205	0.971	2026-03-14T00:57:17	2026-03-14T05:13:28
sub-v2s8x29206	0.971	2026-03-14T00:57:47	2026-03-14T05:21:54
sub-v2s8x29207	0.971	2026-03-14T00:58:01	2026-03-14T05:43:11
sub-v2s8x29208	0.971	2026-03-14T00:58:44	2026-03-14T05:15:53
sub-v2s8x29209	0.971	2026-03-14T00:59:45	2026-03-14T06:00:08
sub-v2s8x29210	0.971	2026-03-14T01:02:03	2026-03-14T04:16:46
sub-v2s8x29211	0.971	2026-03-14T01:04:36	2026-03-14T05:53:45
sub-v2s8x29212	0.971	2026-03-14T01:13:41	2026-03-14T04:40:34
sub-v2s8x29213	0.971	2026-03-14T01:18:24	2026-03-14T05:06:33
sub-v2s8x29214	0.971	2026-03-14T01:18:45	2026-03-14T04:50:59
sub-v2s8x29215	0.971	2026-03-14T01:18:41	2026-03-14T04:31:46
sub-v2s8x29216	0.971	2026-03-14T01:20:09	2026-03-14T05:42:29
sub-v2s8x29217	0.971	2026-03-14T01:25:40	2026-03-14T05:56:28
sub-v2s8x29218	0.971	2026-03-14T01:28:42	2026-03-14T05:26:29
sub-v2s8x29219	0.971	2026-03-14T01:30:56	2026-03-14T05:40:03
sub-v2s8x29220	0.971	2026-03-14T01:31:54	2026-03-14T05:56:11
sub-v2s8x29221	0.971	2026-03-14T01:34:07	2026-03-14T05:50:15
sub-v2s8x29222	0.971	2026-03-14T01:44:22	2026-03-14T06:10:41
sub-v2s8x29223	0.971	2026-03-14T01:45:31	2026-03-14T05:10:38
sub-v2s8x29224	0.971	2026-03-14T01:48:21	2026-03-14T05:30:00
sub-v2s8x29225	0.971	2026-03-14T01:49:35	2026-03-14T06:09:43
sub-v2s8x29226	0.971	2026-03-14T01:51:25	2026-03-14T06:25:50
sub-v2s8x29227	0.971	2026-03-14T01:52:00	2026-03-14T06:24:04
sub-v2s8x29228	0.971	2026-03-14T01:53:27	2026-03-14T06:36:21
sub-v2s8x29229	0.971	2026-03-14T01:55:45	2026-03-14T06:02:31
sub-v2s8x29230	0.971	2026-03-14T01:59:18	2026-03-14T06:01:36
sub-v2s8x29231	0.971	2026-03-14T02:14:42	2026-03-14T05:35:08
sub-v2s8x29232	0.971	2026-03-14T02:15:58	2026-03-14T06:46:02
sub-v2s8x29233	0.971	2026-03-14T02:20:21	2026-03-14T06:42:10
sub-v2s8x29234	0.971	2026-03-14T02:21:40	2026-03-14T06:21:02
